Title,Abstract,Authors,Publication Year,Summary
Evaluation of DFT methods for predicting geometries and NMR spectra of Bi(III) dithiocarbamate complexes with antitumor properties.,"Bismuth complexes with dithiocarbamate ligands have attracted attention because of their biological applications, such as antimicrobial, antileishmanial, and anticancer properties. These complexes have high cytotoxic activity against cancer cells, being more active than the standard drugs cisplatin, doxorubicin, and tamoxifen. In the present study, we investigated the ability of some DFT methods to reproduce the geometries and NMR spectra of the Bi(III) dithiocarbamate complexes, selected based on their proven antitumor activity. Our investigation revealed that the M06-L/def2-TZVP/ECP/CPCM method presented good accuracy in predicting geometries, while the TPSSh/def2-SVP/ECP/CPCM method proved effective in analyzing the <sup>13</sup>C NMR spectra of these molecules. In general, all examined methods exhibited comparable performance in predicting <sup>1</sup>H NMR signals. Calculations were performed with the Gaussian 09 program using the def2-SVP and def2-TZVP basis sets, employing relativistic effective core potential (ECP) for Bi and using the CPCM solvent model. The exchange-correlation functionals BP86, PBE, OLYP, M06-L, B3LYP, B3LYP-D3, M06-2X, TPSSh, CAM-B3LYP, and ωB97XD were used in the study. Geometry optimizations were started from crystallographic structures available at the Cambridge Structural Database. The theoretical results were compared with experimental data using the mean root-mean-square deviation (RMSD), mean absolute deviations (MAD), and linear correlation coefficient (R<sup>2</sup>).",['de Barros Leite NF; Marques RB; Macedo-Filho A; Rocha GB; Martins EPS'],2024,"complexes with dithiocarbamate ligands have high cytotoxic activity against cancer cells. these complexes have high cytotoxic activity against cancer cells. they are more active than the standard drugs cisplatin, doxorubicin, and tamoxifen."
Comparison of four criteria for potentially inappropriate medications in older patients with newly diagnosed non-small cell lung cancer.,"Potentially inappropriate medication (PIM) use is a common problem among older patients. This study aimed to compare the prevalence of PIMs in older patients with newly diagnosed non-small cell lung cancer (NSCLC), and to identify the correlates of PIMs. A secondary analysis of a prospective cohort study was conducted. Patients were enrolled from January 2014 to December 2020 and information were extracted from patients' electronic medical records (EMRs). We evaluated the PIMs using four different PIM criteria. The concordance among the four PIM criteria was calculated using kappa tests. The possible risk factors associated with PIMs were analyzed by multivariate logistic regression. The prevalence of at least one PIM identified by the four criteria ranged from 25.1% to 48.2% among 514 patients. There was moderate consistency between the GO-PIM scale and the AGS/Beers criteria, while poor consistency with the other criteria (the STOPP criteria and the Chinese criteria). Polypharmacy was found to be significantly associated with the occurrence of PIMs in all criteria (<i>p</i> < 0.001). Our results showed a high prevalence of PIMs in older patients with NSCLC, which was significantly associated with polypharmacy, and the consistency across the four criteria was poor-to-moderate.",['Xu M; Ma Z; Feng X; An Z'],2024,prospective cohort study aimed to compare prevalence of PIMs in older patients with newly diagnosed non-small cell lung cancer. the prevalence of at least one PIM identified by the four criteria ranged from 25.1% to 48.2% among 514 patients.
Green synthesis of silver nanoparticle prepared with Ocimum species and assessment of anticancer potential.,"Silver nanoparticles (AgNPs) have gained much attention due to their unique physical, and chemical properties. Integration of phytochemicals in nanoformulation might have higher applicability in healthcare. Current work demonstrates the synthesis of green AgNPs with O. gratissimum (gr-AgNPs) O. tenuiflorum (te-AgNPs) and O. americanum (am-AgNPs) followed by an evaluation of their antimicrobial and anticancer properties. SEM analysis revealed spherical-shaped particles with average particle sizes of 69.0 ± 5 nm for te-AgNPs, 46.9 ± 9 nm for gr-AgNPs, and 58.5 ± 18.7 nm for am-AgNPs with a polydispersity index below 0.4. The synthesized am-AgNPs effectively inhibited Klebsiella pneumonia, Escherichia coli, Staphylococcus aureus, Aspergillus niger, and Candida albicans with 23 ± 1.58 mm, 20 ± 1.68 mm, 22 ± 1.80 mm, 26 ± 1.85 mm, and 22 ± 1.40 nm of zone of inhibition respectively. Synthesized AgNPs also induced apoptotic cell death in MCF-7 in concentration-dependent manner. IC<sub>50</sub> values for am-AgNPs, te-AgNPs, and gr-AgNPs were 14.78 ± 0.89 µg, 18.04 ± 0.63 and 15.41 ± 0.37 µg respectively which suggested that am-AgNPs were the most effective against cancer. At higher dose size (20 µg) AgNPs were equally effective to commercial standard Doxorubicin (DOX). In comparison to te-AgNPs and gr-AgNPs, am-AgNPs have higher in vitro anticancer and antimicrobial effects. The work reported Ocimum americanum for its anticancer properties with chemical profile (GCMS) and compared it with earlier reported species. The activity against microbial pathogens and selected cancer cells clearly depicted that these species have distinct variations in activity. The results have also emphasized on higher potential of biogenic silver nanoparticles in healthcare but before formulation of commercial products, detailed analysis is required with human and animal models.",['Alex AM; Subburaman S; Chauhan S; Ahuja V; Abdi G; Tarighat MA'],2024,synthesis of green AgNPs with O. gratissimum and O. americanum. spherical-shaped particles with average particle sizes of 69.0  5 nm for te-AgNPs.
The efficacy of omega-3 fatty acids (O3FAs) as a complementary in colorectal cancer patients: A systematic review and meta-analysis.,"Colorectal cancer (CRC) is the third most common malignancy in developed countries. Therefore, omega-3 fatty acids (O3FAs) have been suggested as a beneficial complementary treatment due to their ability to regulate inflammatory responses and improve nutrition levels.This study aimed to evaluate the effects of O3FAs as a complementary treatment for inflammation, nutrition levels, post-operative infectious complications, and enhancement of recovery in CRC patients. The literature search was carried out through three databases. The outcomes of interest were assessed by measuring pro-inflammatory cytokines (IL-1β, IL-6, and TNF-α) and CRP levels, serum albumin levels for nutrition assessment, post-operative infectious complications, and length of stay for recovery evaluation. Quality appraisal and meta-analysis were performed using RoB 2.0 and RevMan 5.4, respectively. The result showed that O3FAs significantly reduced IL-6, CRP, and TNF-α, but did not affect IL-1β. Furthermore, the variable slightly increased serum albumin levels and the supplementation led to a decrease in post-operative infectious complications and shortened hospital stays. O3FAs as a complementary treatment provided advantages for CRC patients, Further clinical trials and experiments should also be made emphasizing the impact and clinical implementation of O3FA in the nutritional status of CRC patients.",['Wibowo AA; Willyanto NA'],2024,omega-3 fatty acids (O3FAs) have been suggested as a complementary treatment. they regulate inflammatory responses and improve nutrition levels. results of interest were assessed by measuring pro-inflammatory cytokines.
Multiomics profiling reveals VDR as a central regulator of mesenchymal stem cell senescence with a known association with osteoporosis after high-fat diet exposure.,"The consumption of a high-fat diet (HFD) has been linked to osteoporosis and an increased risk of fragility fractures. However, the specific mechanisms of HFD-induced osteoporosis are not fully understood. Our study shows that exposure to an HFD induces premature senescence in bone marrow mesenchymal stem cells (BMSCs), diminishing their proliferation and osteogenic capability, and thereby contributes to osteoporosis. Transcriptomic and chromatin accessibility analyses revealed the decreased chromatin accessibility of vitamin D receptor (VDR)-binding sequences and decreased VDR signaling in BMSCs from HFD-fed mice, suggesting that VDR is a key regulator of BMSC senescence. Notably, the administration of a VDR activator to HFD-fed mice rescued BMSC senescence and significantly improved osteogenesis, bone mass, and other bone parameters. Mechanistically, VDR activation reduced BMSC senescence by decreasing intracellular reactive oxygen species (ROS) levels and preserving mitochondrial function. Our findings not only elucidate the mechanisms by which an HFD induces BMSC senescence and associated osteoporosis but also offer new insights into treating HFD-induced osteoporosis by targeting the VDR-superoxide dismutase 2 (SOD2)-ROS axis.",['Chen J; Kuang S; Cen J; Zhang Y; Shen Z; Qin W; Huang Q; Wang Z; Gao X; Huang F; Lin Z'],2024,exposure to an HFD induces premature senescence in bone marrow stem cells. increased chromatin accessibility of vitamin D receptor-binding sequences. increased VDR signaling in BMSCs from HFD-fed mice.
FRZB: a potential prognostic marker for head and neck squamous cell carcinoma.,"Head and neck squamous cell carcinoma (HNSCC) is the sixth most common malignancy worldwide, with approximately 600,000 new cases each year. A small number of HNSCCs are caused by human papillomavirus (HPV) infection. Frizzled related protein (FRZB) has been reported in many inflammatory diseases and cancers, but it is yet unclear how FRZB affects HNSCC, as well as its role and underlying mechanism. TIMER2 database was utilized to evaluate FRZB expression in cancer tissues, and FRZB expression in HNSCC tissues was confirmed by samples obtained from Gene Expression Omnibus. To identify whether FRZB could be used as a prognostic predictor, we performed univariate and multivariate Cox regression analyses. FRZB co-expression profile was explored using the LinkedOmics database, then Kyoto Encyclopedia of Genes and Genomes and Gene Ontology enrichment analyses were performed for these FRZB-related genes in HNSCC samples. Lasso regression analysis was subsequently used to screen for prognostic variables, and we determined the infiltration of immune cells in HNSCC patients to clarify the influence of FRZB on tumor immune microenvironment. At last, we assessed the association between FRZB expression and immune checkpoint gene, and compared the sensitivity of common chemotherapeutic agents. In this study, we found that FRZB was dysregulated in HNSCC tumor tissues and had a relationship with clinical parameters. The reliability and independence of FRZB as a factor in determining a patient's prognosis for HNSCC was also established. Additional investigation revealed that FRZB was linked to common immune checkpoint genes and may be implicated in immune infiltration.",['Li Y; Gu F; Huang X; Huang W; Xiang J; Yue J; Wang Y; Chen R'],2024,a small number of squamous cell carcinomas are caused by human papillomavirus infection. FRZB expression in cancer tissues was confirmed by samples obtained from Gene Expression Omnibus.
Polycythemia Vera Masked by Megaloblastic Anemia.,"Polycythemia vera (PV) is a chronic myeloproliferative disorder characterized by uncontrolled red blood cell production. Megaloblastic anemia is caused by deficiency of cobalamin (vitamin B12) and/or folate (vitamin B9). While B12 deficiency may be caused by insufficient dietary intake or impairment of its utilization, its association with PV is described without exact knowledge of the physiopathology. We herein report the occurrence of megaloblastic anemia due to Vitamin B12 deficiency in an 85-year-old North African woman patient with PV. This case highlights this atypical presentation of PV and challenges that comes with it causing the delay of diagnosis and the complexity of its diagnosis and treatment. Keywords: megaloblastic anemia, polycythemia vera, association, case report.",['Loukhnati M; Khalil K; Lahlimi FE; Tazi I'],2024,polycythemia vera (PV) is a chronic myeloproliferative disorder. it is caused by deficiency of cobalamin (vitamin B12) and/or folate (vitamin B9).
"White light powered antimicrobial nanoagents for triple photothermal, chemodynamic and photodynamic based sterilization.","Antibacterial nanoagents have been increasingly developed due to their favorable biocompatibility, cost-effective raw materials, and alternative chemical or optical properties. Nevertheless, there is still a pressing need for antibacterial nanoagents that exhibit outstanding bacteria-binding capabilities and high antibacterial efficiency. In this study, we constructed a multifunctional cascade bioreactor (GCDCO) as a novel antibacterial agent. This involved incorporating carbon dots (CDs), cobalt sulfide quantum dots (CoS<sub><i>x</i></sub> QDs), and glucose oxidase (GOx) to enhance bacterial inhibition under sunlight irradiation. The GCDCO demonstrated highly efficient antibacterial capabilities attributed to its favorable photothermal properties, photodynamic activity, as well as the synergistic effects of hyperthermia, glucose-augmented chemodynamic action, and additional photodynamic activity. Within this cascade bioreactor, CDs played the role of a photosensitizer for photodynamic therapy (PDT), capable of generating ˙O<sub>2</sub><sup>-</sup> even under solar light irradiation. The CoS<sub><i>x</i></sub> QDs not only functioned as a catalytic component to decompose hydrogen peroxide (H<sub>2</sub>O<sub>2</sub>) and generate hydroxyl radicals (˙OH), but they also served as heat generators to enhance the Fenton-like catalysis process. Furthermore, GOx was incorporated into this cascade bioreactor to internally supply H<sub>2</sub>O<sub>2</sub> by consuming glucose for a Fenton-like reaction. As a result, GCDCO could generate a substantial amount of reactive oxygen species (ROS), leading to a significant synergistic effect that greatly induced bacterial death. Furthermore, the <i>in vitro</i> antibacterial experiment revealed that GCDCO displayed notably enhanced antibacterial activity against <i>E. coli</i> (99+ %) when combined with glucose under simulated sunlight, surpassing the efficacy of the individual components. This underscores its remarkable efficiency in combating bacterial growth. Taken together, our GCDCO demonstrates significant potential for use in the routine treatment of skin infections among diabetic patients.",['Tian H; Zhu H; Xue Y; Wang M; Xing K; Li Z; Loh XJ; Ye E; Ding X; Li BL; Yin X; Leong DT'],2024,"antibacterial nanoagents have been increasingly developed due to their favorable biocompatibility, cost-effective raw materials, and alternative chemical or optical properties. the gCDCO demonstrated highly efficient antibacterial capabilities attributed to its favorable photothermal properties, photodynamic activity, and additional photodynamic activity."
Neutrophils in glioma microenvironment: from immune function to immunotherapy.,"Glioma is a malignant tumor of the central nervous system (CNS). Currently, effective treatment options for gliomas are still lacking. Neutrophils, as an important member of the tumor microenvironment (TME), are widely distributed in circulation. Recently, the discovery of cranial-meningeal channels and intracranial lymphatic vessels has provided new insights into the origins of neutrophils in the CNS. Neutrophils in the brain may originate more from the skull and adjacent vertebral bone marrow. They cross the blood-brain barrier (BBB) under the action of chemokines and enter the brain parenchyma, subsequently migrating to the glioma TME and undergoing phenotypic changes upon contact with tumor cells. Under glycolytic metabolism model, neutrophils show complex and dual functions in different stages of cancer progression, including participation in the malignant progression, immune suppression, and anti-tumor effects of gliomas. Additionally, neutrophils in the TME interact with other immune cells, playing a crucial role in cancer immunotherapy. Targeting neutrophils may be a novel generation of immunotherapy and improve the efficacy of cancer treatments. This article reviews the molecular mechanisms of neutrophils infiltrating the central nervous system from the external environment, detailing the origin, functions, classifications, and targeted therapies of neutrophils in the context of glioma.",['Sun C; Wang S; Ma Z; Zhou J; Ding Z; Yuan G; Pan Y'],2024,glioma is a malignant tumor of the central nervous system (CNS). effective treatment options for gliomas are still lacking.
"Molecular Generation, QSAR, and Molecular Dynamic Simulation Studies for Virtual Screening of DNA Polymerase Theta Inhibitors.","The machine learning-based QSAR modeling procedure, molecular generations, and molecular dynamic simulations were applied to virtually screen the DNA polymerase theta inhibitors. The DNA polymerase theta (Polθ or POLQ) is an attractive target for treatments of homologous recombination deficient (such as BRCA deficient) cancers. There are no approved drugs for targeting POLQ, and only one inhibitor is in Phase Ⅱclinical trials; thus, it is necessary to develop novel POLQ inhibitors. To build machine learning models that predict the bioactivities of POLQ inhibitors. To build molecular generation models that generate diverse molecules. To virtually screen the generated molecules by the machine learning models. To analyze the binding modes of the screening results by molecular dynamic simulations. In the present work, 325 inhibitors with POLQ polymerase domain bioactivities were Collected. Two machine learning methods, random forest and deep neural network, were used for building the ligand- and structure-based quantitative structure-activity relationship (QSAR) models. The substructure replacement-based method and transfer learning-based deep recurrent neural network method were used for molecular generations. Molecular docking and consensus QSAR models were carried out for virtual screening. The molecular dynamic simulations and MM/GBSA binding free energy calculation and decomposition were used to further analyze the screening results. The MCC values of the best ligand- and structure-based consensus QSAR models reached 0.651 and 0.361 for the test set, respectively. The machine learning-based docking scores had better-predicted ability to distinguish the highly and weakly active poses than the original docking scores. The 96490 molecules were generated by both molecular generation methods, and 10 molecules were retained by virtual screening. Four favorable interactions were concluded by molecular dynamic simulations. We hope that the screening results and the binding modes are helpful for designing the highly active POLQ polymerase inhibitors and the models of the molecular design workflow can be used as reliable tools for drug design.",['Qin Z; Liu L; Gao M; Feng W; Huang C; Liu W'],2024,"the DNA polymerase theta is an attractive target for treatments of homologous recombination deficient (such as BRCA deficient) cancers. there are no approved drugs for targeting POLQ, and only one inhibitor is in Phase IIclinical trials. to build molecular generation models that predict the bioactivities of POLQ inhibitors."
Effects of Age and Sex on Systemic Inflammation and Cardiometabolic Function in Individuals with Type 2 Diabetes.,"Systemic inflammation, aging, and type 2 diabetes (T2DM) all contribute to the development of cardiovascular dysfunction and impaired aerobic exercise capacity but their interplay remains unclear. This study evaluates the impact of age, sex, and inflammation on coronary and peripheral vascular function and exercise capacity in elderly individuals with and without type 2 diabetes (T2DM). Elderly individuals (age ≥65 years) underwent biochemical and tissue inflammatory phenotyping, cardiopulmonary exercise testing (CPET), cardiovascular magnetic resonance (CMR) imaging, and vascular reactivity testing. Correlation and regression analyses determined the effects of systemic inflammation, older age, and sex on cardiovascular health, stratified by T2DM status. For the 133 recruited individuals (44% female; median age 71, IQR=7 years, 41% with T2DM) the presence of T2DM did not have an effect on most blood serum inflammatory markers and skin biopsies. Hyperemic myocardial blood flow (hMBF), flow-mediated, and flow-independent nitroglycerin induced brachial artery dilation were significantly impaired in males, but not females with T2DM. Peak VO2 was lower with T2DM (p=0.022), mostly because of the effect of T2DM in females. Females showed more adverse myocardial remodeling assessed by extracellular volume (p=0.008), independent of T2DM status. Our findings suggest that the pathophysiological manifestations of T2DM on vascular function and aerobic exercise capacity are distinct in elderly males and females and this may reflect underlying differences in vascular and myocardial aging in the presence of T2DM.",['Dushay J; Rickers ES; Wang E; Gilman J; Zhang Y; Blankstein R; Gervino EV; Jerosch-Herold M; Veves A'],2024,"age, sex, and inflammation contribute to the development of cardiovascular dysfunction. older individuals underwent biochemical and tissue inflammatory phenotyping. correlation and regression analyses determined the effects of systemic inflammation, older age, and sex on cardiovascular health."
A cost comparison of pembrolizumab: Fixed and weight-based dosing.,"Pembrolizumab, an immune checkpoint inhibitor, indicated to treat multiple cancers, was initially approved in Australia as weight-based dosing at 2 mg/kg every 3 weeks (Q3W). Subsequent approvals used 'fixed' dosages of 200 mg Q3W or 400 mg every 6 weeks (Q6W). Pharmacokinetic equivalence was demonstrated between dosing strategies, with no significant differences in efficacy or toxicity. Fixed dosing regimens are routinely used in Australia. To model and compare the cost of weight-based dosing of pembrolizumab to standard fixed dosing regimens. A single centre, retrospective review was conducted. Patients, identified from dispensing software, who commenced on pembrolizumab between January and December 2022 were included. Patient demographic and treatment data was extracted from electronic medical records. Costs of weight-based doses were calculated and compared to the cost of fixed dosing. Variables such as acquisition cost, funding mechanisms and 'vial sharing' were considered. Fifty-two patients were included (63% male, median age 68 years). Of the 211 doses of pembrolizumab administered (average 4.1 doses/patient), 161 were Q3W doses, and 50 were Q6W doses. The acquisition cost for a fixed 200 mg and 400 mg dose was $7646, and $15,292, respectively. The average patient weight was 77.6 kg (SD 19 kg), which equated to $5933 for a weight-based Q3W dose, and $11,867 for the Q6W dose; a potential cost avoidance of $1965 and $3930 per dose, respectively. This represented a possible 23.5% avoidance in medication acquisition cost. Over the study period of 1 year, using weight-based dosing for pembrolizumab had the potential to reduce medication expenditure by $467,996. Significant cost avoidance could be achieved via weight-based pembrolizumab dosing. Given the substantial total cost of pembrolizumab, the growing number of indications and the expected equivalent treatment outcomes with weight-based pembrolizumab, the potential cost reductions of weight-based pembrolizumab at both institution and government level should be further explored.",['Slee AL; Coutsouvelis J; Tong B; Poole S; Zalcberg J'],2024,"pembrolizumab was approved as weight-based dosing at 2 mg/kg every 3 weeks. 'fixed' dosages were used to measure the cost of weight-based doses. a single centre, retrospective review was conducted."
A Comparison of Wound Complications Following Total Hip Arthroplasty Performed Through the Direct Anterior Versus Direct Lateral Approach.,"Some studies have suggested the risk of wound complications may be higher using the direct anterior (DA) approach to total hip arthroplasty (THA). This study aimed to compare the risk of early postoperative wound complications between the DA and direct lateral (DL) approaches to THA and to determine patient risk factors that may contribute to this problem. All patients who underwent primary THA with a single surgeon over a 5-year period were retrospectively reviewed. All patients were treated with either the DA or DL approach. Data collected included patient demographics, surgical approach, and wound status. There was a minimum follow-up of 6 weeks to allow for an adequate assessment of surgical wound healing. Univariate and multivariate analyses were used to compare the 2 approaches. Five hundred seventy-nine patients (77.6%) who underwent DA approach and 167 patients (22.4%) who underwent DL approach were included. Patients who underwent DL approach had a higher body mass index and a higher rate of diabetes than those treated with the DA approach. Forty patients (6.9%) in the DA cohort and 14 (8.4%) in the DL cohort experienced early wound complications, <i>P</i> = .523. After controlling for potential confounding variables, the surgical approach was not an independent risk factor for early postoperative wound complications. While there have been concerns regarding use of the DA approach in patients with higher body mass index and certain medical comorbidities, the results of this study suggest the choice of surgical approach may have minimal effect on the rate of early postoperative wound complications.",['Carlock KD; Wilkerson JB; Yamaguchi JT; Fernando ND'],2024,"study aimed to compare the risk of early postoperative wound complications between the DA and direct lateral approaches to total hip arthroplasty (THA) all patients who underwent primary THA with a single surgeon over a 5-year period were retrospectively reviewed. data collected included patient demographics, surgical approach, and wound status."
Anti-obesity effects of a standardized ethanol extract of <i>Eisenia bicyclis</i> by regulating the AMPK signaling pathway in 3T3-L1 cells and HFD-induced mice.,"Obesity requires treatment to mitigate the potential development of further metabolic disorders, including diabetes, hyperlipidemia, tumor growth, and non-alcoholic fatty liver disease. We investigated the anti-obesity effect of a 30% ethanol extract of <i>Eisenia bicyclis</i> (Kjellman) Setchell (EEB) on 3T3-L1 preadipocytes and high-fat diet (HFD)-induced obese C57BL/6 mice. Adipogenesis transcription factors including peroxisome proliferator-activated receptor (PPAR)γ, CCAAT/enhancer-binding protein-alpha (C/EBPα), and sterol regulatory element-binding protein-1 (SREBP-1) were ameliorated through the AMP-activated protein kinase (AMPK) pathway by EEB treatment in differentiated 3T3-L1 cells. EEB attenuated mitotic clonal expansion by upregulating cyclin-dependent kinase inhibitors (CDKIs) while downregulating cyclins and CDKs. In HFD-fed mice, EEB significantly decreased the total body weight, fat tissue weight, and fat in the tissue. The protein expression of PPARγ, C/EBPα, and SREBP-1 was increased in the subcutaneous fat and liver tissues, while EEB decreased the expression levels of these transcription factors. EEB also inhibited lipogenesis by downregulating acetyl-CoA carboxylase (ACC) and fatty acid synthase (FAS) expression in the subcutaneous fat and liver tissues. Moreover, the phosphorylation of AMPK and ACC was downregulated in the HFD-induced mouse group, whereas the administration of EEB improved AMPK and ACC phosphorylation; thus, EEB treatment may be related to the AMPK pathway. Histological analysis showed that EEB reduced the adipocyte size and fat accumulation in subcutaneous fat and liver tissues, respectively. EEB promotes thermogenesis in brown adipose tissue and improves insulin and leptin levels and blood lipid profiles. Our results suggest that EEB could be used as a potential agent to prevent obesity.",['Yoon YS; Chung KS; Lee SY; Heo SW; Kim YR; Lee JK; Kim H; Park S; Shin YK; Lee KT'],2024,"a 30% ethanol extract of i>Eisenia bicyclis/i> was used on 3T3-L1 mice. adipogenesis transcription factors including peroxisome proliferator-activated receptor (PPAR), CCAAT/enhancer-binding protein-alpha (C/EBP) and sterol regulatory element-binding protein-1 (SREBP-1) were ameliorated through the AMP-activated protein kinase pathway"
Exploring factors and trends in place of death by cancer: a population-based study in Brazil.,"The place of death profoundly affects end-of-life care quality, particularly in cancer. Assisting individuals at home enhances support, privacy, and control, reducing healthcare costs. This study seeks to elucidate factors associated and trends in place of death by cancer in Brazil. Using data obtained from the National Mortality Information System, this study extracted tumour topography, sociodemographic characteristics, and the place of death (outcome classified into hospital or home death) by cancer in Brazil from 2002 to 2021. The analysis included 3,677,415 cases, with 82.3% of deaths occurring in hospitals and 17.7% at home. Most participants were male (53.1%), had gastrointestinal tumours (32.2%), and resided in the Southeastern region (48.7%). Home deaths were more frequent in the Northeastern (30.2%) and Northern (24.8%) regions compared to the Southern (17.1%) and Southeastern (12.2%) regions. A strong inverse correlation was found between home deaths and the Human Development Index of the region. Over the years, there was a reduction in home deaths, followed by a recent increase. Individuals with no formal education, indigenous individuals, and patients from the North, Northeast, and Central-West regions had higher rates of home deaths, while patients with haematological malignancies had lower rates compared to those with gastrointestinal tumours. The minority of deaths by cancer in Brazil occur at home, with distinct trends over time. Home death was associated with regional, racial and educational level differences. No funding.",['Lopes da Silva J; Gomes SA; Costa de Oliveira L; Zanetti de Albuquerque L; Moura LM; Santos Thuler LC; Cristina de Melo A'],2024,study reveals factors associated with place of death by cancer in brazil. study compared home deaths to the human development index of the region. home deaths were more frequent in the northeastern and northern regions.
Psychometric Properties of the Automated Insulin Delivery - Benefits and Burdens Scale (AID-BBS) for Adults with Type 1 Diabetes.,"To evaluate the psychometric properties of a patient-reported outcome measure, The Automated Insulin Delivery - Benefits and Burdens Scale (AID-BBS), which was designed to assess benefits and burdens of AID use in adults with type 1 diabetes (T1D). The measure was hypothesized to have validity, reliability, and clinical utility for predicting likelihood of continued use of an AID system. 217 adults with T1D (ages 18 to 82 years) who were enrolled in an AID system research trial completed AID-BBS items at study midpoint (6 weeks) and at the end of the trial (13 weeks). Data were collected on pre-post glycemic outcomes. Participants completed other patient-reported psychosocial outcome measures (e.g., emotional well-being, diabetes distress, attitudes toward diabetes technology, diabetes treatment satisfaction) at Week 13. Likelihood of continued device use was assessed with three items at 13 weeks. Exploratory factor analysis supported a one-factor structure for each subscale (15-item benefit and 9-item burden subscale) when evaluated separately. Convergent, discriminant, and predictive validity, internal consistency, and test-retest reliability were supported. Benefit and burden subscales at week 6 predicted usage intention above and beyond device impact on glycemic outcomes, also controlling for baseline glycemic outcomes. Findings support the AID-BBS as a psychometrically valid, reliable, and useful instrument for assessing burdens and benefits associated with AID system use in adults with T1D. The measure can be used to help health care providers set realistic expectations and proactively address modifiable burdens.",['Shapiro JB; Vesco AT; Carroll MS; Weissberg-Benchell J'],2024,"the AID-BBS was designed to assess benefits and burdens of AID use in adults with type 1 diabetes (t1D) the measure was hypothesized to have validity, reliability, and clinical utility."
"Long-term (11 Years) Results of Laparoscopic Gastric Bypass: Changes in Weight, Blood Levels of Sugar and Lipids, and Late Adverse Effects : Laparoscopic Gastric Bypass Results.","Laparoscopic Roux-en-Y Gastric Bypass (LRYGB) remains the most effective procedure to treat severe obesity with proven short- and intermediate-term benefits. The main goal is to describe the effects on weight and biochemical laboratory tests after long-term follow-up (11 years). A prospective cohort of adults with obesity treated with LRYGB between 2004 and 2010 in one center were studied. Patients with prior bariatric or upper digestive tract surgery, hiatal hernia >4 cm, alcoholism, or decompensated conditions were excluded. The study enrolled 123 patients, with a mean follow-up of 133±29 months and a 14% loss of participants. The percentage of Total Weight Loss (%TWL) at one, five, and eleven years was 30.3±8.4%, 29.1±6.9%, and 23.4±7%, respectively. Of the patients, 61.3% (65/106) maintained a %TWL≥20 after eleven years. Recurrent Weight Gain (RWG) at five and eleven years was 2.6±11.4% and 11 ±11.5%, respectively. At the end of the follow-up, 31.1% (33/106) of patients had RWG≥15%. Hypercholesterolemia and hypertriglyceridemia improved in 85.7% (54/63) and 90.2% (7/61) of the cohort, respectively. Remission of diabetes occurred in 80% of this subgroup. Gallstones developed in 28% of patients, and bowel obstruction due to internal hernia occurred in 9.4%. Anemia due to iron deficiency appeared in 25 patients. After surgery, there is a significant and durable loss of weight, with a tendency for late Recurrent Weight Gain. Furthermore, the improvement in biochemical parameters is sustained over time, but surgery's adverse effects may appear later.",['Deycies Gaete L; Attila Csendes J; Tomás González A; Álvaro Morales P; Panza B'],2024,"a prospective cohort of adults with obesity treated with LRYGB between 2004 and 2010 were studied. the study enrolled 123 patients, with a mean follow-up of 13329 months and a 14% loss of participants."
Glucose Regulation of β-Cell KATP Channels: It Is Time for a New Model!,"An agreed-upon consensus model of glucose-stimulated insulin secretion from healthy β-cells is essential for understanding diabetes pathophysiology. Since the discovery of the KATP channel in 1984, an oxidative phosphorylation (OxPhos)-driven rise in ATP has been assumed to close KATP channels to initiate insulin secretion. This model lacks any evidence, genetic or otherwise, that mitochondria possess the bioenergetics to raise the ATP/ADP ratio to the triggering threshold, and conflicts with genetic evidence demonstrating that OxPhos is dispensable for insulin secretion. It also conflates the stoichiometric yield of OxPhos with thermodynamics, and overestimates OxPhos by failing to account for established features of β-cell metabolism, such as leak, anaplerosis, cataplerosis, and NADPH production that subtract from the efficiency of mitochondrial ATP production. We have proposed an alternative model, based on the spatial and bioenergetic specializations of β-cell metabolism, in which glycolysis initiates insulin secretion. The evidence for this model includes that 1) glycolysis has high control strength over insulin secretion; 2) glycolysis is active at the correct time to explain KATP channel closure; 3) plasma membrane-associated glycolytic enzymes control KATP channels; 4) pyruvate kinase has favorable bioenergetics, relative to OxPhos, for raising ATP/ADP; and 5) OxPhos stalls before membrane depolarization and increases after. Although several key experiments remain to evaluate this model, the 1984 model is based purely on circumstantial evidence and must be rescued by causal, mechanistic experiments if it is to endure.",['Merrins MJ; Kibbey RG'],2024,a consensus model of glucose-stimulated insulin secretion from healthy -cells is essential. the model lacks any evidence that mitochondria possess bioenergetics. it conflicts with genetic evidence demonstrating that OxPhos is dispensable for insulin secretion.
